mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin
57	57	449/2	449/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8			1/8	1	1064										
57	57	225	225	0.5	1/4	1/4	Chord	2/2	3	1	1/8			1/8	1	1065										
57	57	451/2	451/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8			1/8	1	1066										
57	57	453/2	453/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8			1/8	1	1067										
57	57	227	227	0.5	3/4	3/4	Chord	2/2	3	1	1/8			1/8	1	1068										
57	57	455/2	455/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8			1/8	1	1069										
57	57	224	224	0.0	0	0	Dynamic	2/2	4	1	0						p									
57	57	224	224	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	1070										
57	57	226	226	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	1071										
58	58	228	228	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	1072									106	
58	58	457/2	457/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	1073										
58	58	229	229	1.5	1/4	1/4	Chord	2/2	1	1	3/8			1/4	3/2	1074										
58	58	461/2	461/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	1075									107	
58	58	231	231	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	1076									107	
58	58	463/2	463/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	1077										
58	58	457/2	457/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	1078									108	
58	58	229	229	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	1079										
58	58	459/2	459/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1080		articStaccatoBelow								
58	58	461/2	461/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	1081									109	
58	58	231	231	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	1082									109	
58	58	463/2	463/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1083										
58	58	457/2	457/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8			1/8	1	1084									110	
58	58	229	229	0.5	1/4	1/4	Chord	2/2	3	1	1/8			1/8	1	1085										
58	58	459/2	459/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8			1/8	1	1086		articStaccatoAbove								
58	58	461/2	461/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8			1/8	1	1087									111	
58	58	231	231	0.5	3/4	3/4	Chord	2/2	3	1	1/8			1/8	1	1088									111	
58	58	463/2	463/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8			1/8	1	1089										
58	58	228	228	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	1090										
58	58	230	230	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	1091										
59	59	232	232	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	1092										
59	59	232	232	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	1093										
59	59	232	232	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	1094										
59	59	233	233	0.75	1/4	1/4	Chord	2/2	3	1	3/16			1/8	3/2	1095										
59	59	935/4	935/4	0.25	7/16	7/16	Chord	2/2	3	1	1/16			1/16	1	1096										
59	59	234	234	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	1097										
59	59	235	235	0.75	3/4	3/4	Chord	2/2	3	1	3/16			1/8	3/2	1098										
59	59	943/4	943/4	0.25	15/16	15/16	Chord	2/2	3	1	1/16			1/16	1	1099										
59	59	232	232	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	1100										
60	60	236	236	1.5	0	0	Chord	2/2	1	1	3/8			1/4	3/2	1101									112	
60	60	475/2	475/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	1102										
60	60	238	238	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	1103										
60	60	477/2	477/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	1104										
60	60	239	239	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12			1/8	2/3	1105									113	
60	60	718/3	718/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12			1/8	2/3	1106									113	
60	60	719/3	719/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12			1/8	2/3	1107										
60	60	236	236	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	1108										
60	60	237	237	0.75	1/4	1/4	Chord	2/2	2	1	3/16			1/8	3/2	1109										
60	60	951/4	951/4	0.25	7/16	7/16	Chord	2/2	2	1	1/16			1/16	1	1110										
60	60	238	238	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	1111										
60	60	239	239	0.75	3/4	3/4	Chord	2/2	2	1	3/16			1/8	3/2	1112										
60	60	959/4	959/4	0.25	15/16	15/16	Chord	2/2	2	1	1/16			1/16	1	1113										
60	60	236	236	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	1114										
60	60	237	237	0.75	1/4	1/4	Chord	2/2	3	1	3/16			1/8	3/2	1115										
60	60	951/4	951/4	0.25	7/16	7/16	Chord	2/2	3	1	1/16			1/16	1	1116										
60	60	238	238	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	1117										
60	60	239	239	0.75	3/4	3/4	Chord	2/2	3	1	3/16			1/8	3/2	1118										
60	60	959/4	959/4	0.25	15/16	15/16	Chord	2/2	3	1	1/16			1/16	1	1119										
60	60	236	236	4.0	0	0	Chord	2/2	4	1	1			1	1	1120										
61	61	240	240	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	1121									114	
61	61	481/2	481/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	1122									114	
61	61	241	241	0.5	1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	1123									114	
61	61	483/2	483/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	1124										
61	61	242	242	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	1125										
61	61	240	240	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	1126										
61	61	241	241	0.75	1/4	1/4	Chord	2/2	2	1	3/16			1/8	3/2	1127										
61	61	967/4	967/4	0.25	7/16	7/16	Chord	2/2	2	1	1/16			1/16	1	1128										
61	61	242	242	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	1129		articStaccatoBelow								
61	61	485/2	485/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	1130									115	
61	61	243	243	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	1131									115	
61	61	487/2	487/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1132										
61	61	240	240	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	1133										
61	61	241	241	0.75	1/4	1/4	Chord	2/2	3	1	3/16			1/8	3/2	1134										
61	61	967/4	967/4	0.25	7/16	7/16	Chord	2/2	3	1	1/16			1/16	1	1135										
61	61	242	242	0.5	1/2	1/2	Chord	2/2	3	1	1/8			1/8	1	1136		articStaccatoBelow								
61	61	485/2	485/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8			1/8	1	1137									116	
61	61	243	243	0.5	3/4	3/4	Chord	2/2	3	1	1/8			1/8	1	1138									116	
61	61	487/2	487/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8			1/8	1	1139										
61	61	240	240	4.0	0	0	Chord	2/2	4	1	1			1	1	1140										
62	62	244	244	1.5	0	0	Chord	2/2	1	1	3/8			1/4	3/2	1141									117	
62	62	491/2	491/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	1142										
62	62	246	246	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12			1/8	2/3	1143									118	
62	62	739/3	739/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12			1/8	2/3	1144									118	
62	62	740/3	740/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12			1/8	2/3	1145										
62	62	247	247	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12			1/8	2/3	1146									119	
62	62	742/3	742/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12			1/8	2/3	1147									119	
62	62	743/3	743/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12			1/8	2/3	1148										
62	62	244	244	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	1149										
62	62	245	245	0.75	1/4	1/4	Chord	2/2	2	1	3/16			1/8	3/2	1150										
62	62	983/4	983/4	0.25	7/16	7/16	Chord	2/2	2	1	1/16			1/16	1	1151										
62	62	246	246	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	1152										
62	62	247	247	0.75	3/4	3/4	Chord	2/2	2	1	3/16			1/8	3/2	1153										
62	62	991/4	991/4	0.25	15/16	15/16	Chord	2/2	2	1	1/16			1/16	1	1154										
62	62	244	244	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	1155										
62	62	245	245	0.75	1/4	1/4	Chord	2/2	3	1	3/16			1/8	3/2	1156										
62	62	983/4	983/4	0.25	7/16	7/16	Chord	2/2	3	1	1/16			1/16	1	1157										
62	62	246	246	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	1158										
62	62	247	247	0.75	3/4	3/4	Chord	2/2	3	1	3/16			1/8	3/2	1159										
62	62	991/4	991/4	0.25	15/16	15/16	Chord	2/2	3	1	1/16			1/16	1	1160										
62	62	244	244	4.0	0	0	Chord	2/2	4	1	1			1	1	1161										
63	63	248	248	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	1162									120	
63	63	497/2	497/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	1163									120	
63	63	249	249	0.5	1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	1164									120	
63	63	499/2	499/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	1165										
63	63	250	250	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	1166										
63	63	248	248	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	1167										
63	63	249	249	0.75	1/4	1/4	Chord	2/2	2	1	3/16			1/8	3/2	1168										
63	63	999/4	999/4	0.25	7/16	7/16	Chord	2/2	2	1	1/16			1/16	1	1169										
63	63	250	250	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	1170		articStaccatoBelow								
63	63	501/2	501/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	1171									121	
63	63	251	251	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	1172									121	
63	63	503/2	503/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1173										
63	63	248	248	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	1174										
63	63	249	249	0.75	1/4	1/4	Chord	2/2	3	1	3/16			1/8	3/2	1175										
63	63	999/4	999/4	0.25	7/16	7/16	Chord	2/2	3	1	1/16			1/16	1	1176										
63	63	250	250	0.5	1/2	1/2	Chord	2/2	3	1	1/8			1/8	1	1177		articStaccatoBelow								
63	63	501/2	501/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8			1/8	1	1178									122	
63	63	251	251	0.5	3/4	3/4	Chord	2/2	3	1	1/8			1/8	1	1179									122	
63	63	503/2	503/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8			1/8	1	1180										
63	63	248	248	4.0	0	0	Chord	2/2	4	1	1			1	1	1181										
64	64	252	252	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	1182										
64	64	253	253	0.75	1/4	1/4	Chord	2/2	1	1	3/16			1/8	3/2	1183										
64	64	1015/4	1015/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16			1/16	1	1184										
64	64	254	254	2.0	1/2	1/2	Chord	2/2	1	1	1/2			1/2	1	1185										
64	64	252	252	0.0	0	0	Chord	2/2	2	1	0	appoggiatura		1/8	1	1186										
64	64	252	252	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	1187										
64	64	253	253	0.75	1/4	1/4	Chord	2/2	2	1	3/16			1/8	3/2	1188										
64	64	1015/4	1015/4	0.25	7/16	7/16	Chord	2/2	2	1	1/16			1/16	1	1189										
64	64	254	254	2.0	1/2	1/2	Chord	2/2	2	1	1/2			1/2	1	1190										
64	64	252	252	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	1191										
64	64	252	252	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	1192										
64	64	509/2	509/2	0.0	5/8	5/8	StaffText	2/2	4	1	0								"<font size=""6.4""/><i>cresc.</i>"							
64	64	509/2	509/2	0.25	5/8	5/8	Chord	2/2	4	1	1/16			1/16	1	1193									123	
64	64	1019/4	1019/4	0.25	11/16	11/16	Chord	2/2	4	1	1/16			1/16	1	1194										
64	64	255	255	0.5	3/4	3/4	Chord	2/2	4	1	1/8			1/8	1	1195		articStaccatoAbove								
64	64	511/2	511/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8			1/8	1	1196		articStaccatoAbove								
65	65	256	256	0.0	0	0	StaffText	2/2	1	1	0								"<font size=""6.4""/><i>cresc.</i>"							
65	65	256	256	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	1197										
65	65	257	257	0.75	1/4	1/4	Chord	2/2	1	1	3/16			1/8	3/2	1198										
65	65	1031/4	1031/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16			1/16	1	1199										
65	65	258	258	2.0	1/2	1/2	Chord	2/2	1	1	1/2			1/2	1	1200										
65	65	256	256	0.0	0	0	StaffText	2/2	2	1	0								"<font size=""6.4""/><i>cresc.</i>"							
65	65	256	256	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	1201										
65	65	257	257	0.75	1/4	1/4	Chord	2/2	2	1	3/16			1/8	3/2	1202										
65	65	1031/4	1031/4	0.25	7/16	7/16	Chord	2/2	2	1	1/16			1/16	1	1203										
65	65	258	258	2.0	1/2	1/2	Chord	2/2	2	1	1/2			1/2	1	1204										
65	65	256	256	0.0	0	0	StaffText	2/2	3	1	0								"<font size=""6.4""/><i>cresc.</i>"							
65	65	256	256	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	1205										
65	65	257	257	0.75	1/4	1/4	Chord	2/2	3	1	3/16			1/8	3/2	1206										
65	65	1031/4	1031/4	0.25	7/16	7/16	Chord	2/2	3	1	1/16			1/16	1	1207										
65	65	258	258	2.0	1/2	1/2	Chord	2/2	3	1	1/2			1/2	1	1208										
65	65	256	256	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	1209										
65	65	517/2	517/2	0.25	5/8	5/8	Chord	2/2	4	1	1/16			1/16	1	1210									124	
65	65	1035/4	1035/4	0.25	11/16	11/16	Chord	2/2	4	1	1/16			1/16	1	1211										
65	65	259	259	0.5	3/4	3/4	Chord	2/2	4	1	1/8			1/8	1	1212		articStaccatoAbove								
65	65	519/2	519/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8			1/8	1	1213		articStaccatoAbove								
66	66	260	260	0.0	0	0	Dynamic	2/2	1	1	0						f									
66	66	260	260	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	1214										
66	66	261	261	0.75	1/4	1/4	Chord	2/2	1	1	3/16			1/8	3/2	1215										
66	66	1047/4	1047/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16			1/16	1	1216										
66	66	262	262	2.0	1/2	1/2	Chord	2/2	1	1	1/2			1/2	1	1217										
66	66	260	260	0.0	0	0	Dynamic	2/2	2	1	0						f									
66	66	260	260	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	1218										
66	66	261	261	0.75	1/4	1/4	Chord	2/2	2	1	3/16			1/8	3/2	1219										
66	66	1047/4	1047/4	0.25	7/16	7/16	Chord	2/2	2	1	1/16			1/16	1	1220										
66	66	262	262	2.0	1/2	1/2	Chord	2/2	2	1	1/2			1/2	1	1221										
66	66	260	260	0.0	0	0	Dynamic	2/2	3	1	0						f									
66	66	260	260	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	1222										
66	66	261	261	0.75	1/4	1/4	Chord	2/2	3	1	3/16			1/8	3/2	1223										
66	66	1047/4	1047/4	0.25	7/16	7/16	Chord	2/2	3	1	1/16			1/16	1	1224										
66	66	262	262	2.0	1/2	1/2	Chord	2/2	3	1	1/2			1/2	1	1225										
66	66	260	260	0.0	0	0	Dynamic	2/2	4	1	0						f									
66	66	260	260	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	1226										
66	66	525/2	525/2	0.25	5/8	5/8	Chord	2/2	4	1	1/16			1/16	1	1227									125	
66	66	1051/4	1051/4	0.25	11/16	11/16	Chord	2/2	4	1	1/16			1/16	1	1228										
66	66	263	263	0.5	3/4	3/4	Chord	2/2	4	1	1/8			1/8	1	1229		articStaccatoAbove								
66	66	527/2	527/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8			1/8	1	1230		articStaccatoAbove								
67	67	264	264	0.0	0	0	Dynamic	2/2	1	1	0						p									
67	67	264	264	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	1231										
67	67	529/2	529/2	1.0	1/8	1/8	Chord	2/2	1	1	1/4			1/4	1	1232										
67	67	531/2	531/2	1.0	3/8	3/8	Chord	2/2	1	1	1/4			1/4	1	1233										
67	67	533/2	533/2	1.0	5/8	5/8	Chord	2/2	1	1	1/4			1/4	1	1234										
67	67	535/2	535/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	1235										
67	67	264	264	0.0	0	0	Dynamic	2/2	2	1	0						p									
67	67	264	264	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	1236									126	
67	67	265	265	1.0	1/4	1/4	Chord	2/2	2	1	1/4			1/4	1	1237									126	
67	67	266	266	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	1238									126	
67	67	267	267	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	1239										
67	67	264	264	0.0	0	0	Dynamic	2/2	3	1	0						p									
67	67	264	264	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	1240									127	
67	67	265	265	1.0	1/4	1/4	Chord	2/2	3	1	1/4			1/4	1	1241									127	
67	67	266	266	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	1242									127	
67	67	267	267	1.0	3/4	3/4	Chord	2/2	3	1	1/4			1/4	1	1243										
67	67	264	264	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	1244										
67	67	265	265	0.0	1/4	1/4	Dynamic	2/2	4	1	0						p									
67	67	265	265	1.0	1/4	1/4	Chord	2/2	4	1	1/4			1/4	1	1245										
67	67	266	266	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	1246										
67	67	267	267	1.0	3/4	3/4	Chord	2/2	4	1	1/4			1/4	1	1247										
68	68	268	268	2.0	0	0	Chord	2/2	1	1	1/2			1/2	1	1248									128	
68	68	270	270	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	1249										
68	68	268	268	2.0	0	0	Chord	2/2	2	1	1/2			1/2	1	1250									129	
68	68	270	270	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	1251										
68	68	268	268	2.0	0	0	Chord	2/2	3	1	1/2			1/2	1	1252									130	
68	68	270	270	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	1253										
68	68	268	268	2.0	0	0	Chord	2/2	4	1	1/2			1/2	1	1254									131	
68	68	270	270	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	1255										
69	69	272	272	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	1256										
69	69	273	273	0.75	1/4	1/4	Chord	2/2	1	1	3/16			1/8	3/2	1257										
69	69	1095/4	1095/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16			1/16	1	1258										
69	69	274	274	2.0	1/2	1/2	Chord	2/2	1	1	1/2			1/2	1	1259										
69	69	272	272	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	1260										
69	69	273	273	0.75	1/4	1/4	Chord	2/2	2	1	3/16			1/8	3/2	1261										
69	69	1095/4	1095/4	0.25	7/16	7/16	Chord	2/2	2	1	1/16			1/16	1	1262										
69	69	274	274	2.0	1/2	1/2	Chord	2/2	2	1	1/2			1/2	1	1263										
69	69	549/2	549/2	0.0	5/8	5/8	StaffText	2/2	4	1	0								"<font size=""6.4""/><i>cresc.</i>"							
69	69	549/2	549/2	0.25	5/8	5/8	Chord	2/2	4	1	1/16			1/16	1	1264									132	
69	69	1099/4	1099/4	0.25	11/16	11/16	Chord	2/2	4	1	1/16			1/16	1	1265										
69	69	275	275	0.5	3/4	3/4	Chord	2/2	4	1	1/8			1/8	1	1266		articStaccatoAbove								
69	69	551/2	551/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8			1/8	1	1267		articStaccatoAbove								
70	70	276	276	0.0	0	0	StaffText	2/2	1	1	0								"<font size=""6.4""/><i>cresc.</i>"							
70	70	276	276	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	1268										
70	70	277	277	0.75	1/4	1/4	Chord	2/2	1	1	3/16			1/8	3/2	1269										
70	70	1111/4	1111/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16			1/16	1	1270										
70	70	278	278	2.0	1/2	1/2	Chord	2/2	1	1	1/2			1/2	1	1271										
70	70	276	276	0.0	0	0	StaffText	2/2	2	1	0								"<font size=""6.4""/><i>cresc.</i>"							
70	70	276	276	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	1272										
70	70	277	277	0.75	1/4	1/4	Chord	2/2	2	1	3/16			1/8	3/2	1273										
70	70	1111/4	1111/4	0.25	7/16	7/16	Chord	2/2	2	1	1/16			1/16	1	1274										
70	70	278	278	2.0	1/2	1/2	Chord	2/2	2	1	1/2			1/2	1	1275										
70	70	276	276	0.0	0	0	StaffText	2/2	3	1	0								"<font size=""6.4""/><i>cresc.</i>"							
70	70	276	276	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	1276										
70	70	277	277	0.75	1/4	1/4	Chord	2/2	3	1	3/16			1/8	3/2	1277										
70	70	1111/4	1111/4	0.25	7/16	7/16	Chord	2/2	3	1	1/16			1/16	1	1278										
70	70	278	278	2.0	1/2	1/2	Chord	2/2	3	1	1/2			1/2	1	1279										
70	70	276	276	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	1280										
70	70	557/2	557/2	0.25	5/8	5/8	Chord	2/2	4	1	1/16			1/16	1	1281									133	
70	70	1115/4	1115/4	0.25	11/16	11/16	Chord	2/2	4	1	1/16			1/16	1	1282										
70	70	279	279	0.5	3/4	3/4	Chord	2/2	4	1	1/8			1/8	1	1283		articStaccatoAbove								
70	70	559/2	559/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8			1/8	1	1284		articStaccatoAbove								
71	71	280	280	0.0	0	0	Dynamic	2/2	1	1	0						f									
71	71	280	280	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	1285										
71	71	281	281	0.75	1/4	1/4	Chord	2/2	1	1	3/16			1/8	3/2	1286										
71	71	1127/4	1127/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16			1/16	1	1287										
71	71	282	282	2.0	1/2	1/2	Chord	2/2	1	1	1/2			1/2	1	1288									134	
71	71	280	280	0.0	0	0	Dynamic	2/2	2	1	0						f									
71	71	280	280	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	1289										
71	71	281	281	0.75	1/4	1/4	Chord	2/2	2	1	3/16			1/8	3/2	1290										
71	71	1127/4	1127/4	0.25	7/16	7/16	Chord	2/2	2	1	1/16			1/16	1	1291										
71	71	282	282	2.0	1/2	1/2	Chord	2/2	2	1	1/2			1/2	1	1292										
71	71	280	280	0.0	0	0	Dynamic	2/2	3	1	0						f									
71	71	280	280	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	1293										
71	71	281	281	0.75	1/4	1/4	Chord	2/2	3	1	3/16			1/8	3/2	1294										
71	71	1127/4	1127/4	0.25	7/16	7/16	Chord	2/2	3	1	1/16			1/16	1	1295										
71	71	282	282	2.0	1/2	1/2	Chord	2/2	3	1	1/2			1/2	1	1296										
71	71	280	280	0.0	0	0	Dynamic	2/2	4	1	0						f									
71	71	280	280	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	1297										
71	71	565/2	565/2	0.25	5/8	5/8	Chord	2/2	4	1	1/16			1/16	1	1298									135	
71	71	1131/4	1131/4	0.25	11/16	11/16	Chord	2/2	4	1	1/16			1/16	1	1299										
71	71	283	283	0.5	3/4	3/4	Chord	2/2	4	1	1/8			1/8	1	1300		articStaccatoAbove								
71	71	567/2	567/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8			1/8	1	1301		articStaccatoAbove								
72	72	284	284	0.0	0	0	Dynamic	2/2	1	1	0						p									
72	72	284	284	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	1302										
72	72	285	285	0.0	1/4	1/4	StaffText	2/2	1	1	0								"<font size=""6.4""/><i>dolce</i>"							
72	72	285	285	0.75	1/4	1/4	Chord	2/2	1	1	3/16			1/8	3/2	1303										
72	72	1143/4	1143/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16			1/16	1	1304										
72	72	286	286	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	1305										
72	72	287	287	0.75	3/4	3/4	Chord	2/2	1	1	3/16			1/8	3/2	1306										
72	72	1151/4	1151/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16			1/16	1	1307										
72	72	284	284	0.0	0	0	Dynamic	2/2	2	1	0						p									
72	72	284	284	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	1308										
72	72	285	285	0.75	1/4	1/4	Chord	2/2	2	1	3/16			1/8	3/2	1309										
72	72	1143/4	1143/4	0.25	7/16	7/16	Chord	2/2	2	1	1/16			1/16	1	1310										
72	72	286	286	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	1311										
72	72	287	287	0.75	3/4	3/4	Chord	2/2	2	1	3/16			1/8	3/2	1312										
72	72	1151/4	1151/4	0.25	15/16	15/16	Chord	2/2	2	1	1/16			1/16	1	1313										
72	72	284	284	0.0	0	0	Dynamic	2/2	3	1	0						p									
72	72	284	284	2.0	0	0	Chord	2/2	3	1	1/2			1/2	1	1314									136	
72	72	286	286	2.0	1/2	1/2	Chord	2/2	3	1	1/2			1/2	1	1315										
72	72	284	284	2.0	0	0	Chord	2/2	4	1	1/2			1/2	1	1316									137	
72	72	286	286	2.0	1/2	1/2	Chord	2/2	4	1	1/2			1/2	1	1317									137	
73	73	288	288	2.0	0	0	Chord	2/2	1	1	1/2			1/2	1	1318										
73	73	290	290	0.25	1/2	1/2	Chord	2/2	1	1	1/16			1/16	1	1319										
73	73	1161/4	1161/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16			1/16	1	1320										
73	73	581/2	581/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16			1/16	1	1321										
73	73	1163/4	1163/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16			1/16	1	1322										
73	73	291	291	0.25	3/4	3/4	Chord	2/2	1	1	1/16			1/16	1	1323									138	
73	73	1165/4	1165/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16			1/16	1	1324									138	
73	73	583/2	583/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16			1/16	1	1325									138	
73	73	1167/4	1167/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16			1/16	1	1326										
73	73	288	288	2.0	0	0	Chord	2/2	2	1	1/2			1/2	1	1327									139	
