mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin
30	30	117	117	0.25	1/4	1/4	Chord	2/2	1	1	1/16			1/16	1	516									48	
30	30	469/4	469/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16			1/16	1	517									48	
30	30	235/2	235/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16			1/16	1	518									48	
30	30	471/4	471/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16			1/16	1	519										
30	30	118	118	0.25	1/2	1/2	Chord	2/2	1	1	1/16			1/16	1	520									49	
30	30	473/4	473/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16			1/16	1	521									49	
30	30	237/2	237/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16			1/16	1	522									49	
30	30	475/4	475/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16			1/16	1	523									49	
30	30	119	119	0.25	3/4	3/4	Chord	2/2	1	1	1/16			1/16	1	524									49	
30	30	477/4	477/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16			1/16	1	525									49	
30	30	239/2	239/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16			1/16	1	526									49	
30	30	479/4	479/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16			1/16	1	527										
30	30	116	116	0.0	0	0	Dynamic	2/2	2	1	0						p									
30	30	116	116	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	528										
30	30	118	118	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	529										
30	30	116	116	0.0	0	0	Dynamic	2/2	3	1	0						p									
30	30	116	116	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	530										
30	30	118	118	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	531										
30	30	116	116	0.0	0	0	Dynamic	2/2	4	1	0						p									
30	30	116	116	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	532										
30	30	118	118	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	533										
31	31	120	120	0.25	0	0	Chord	2/2	1	1	1/16			1/16	1	534									50	
31	31	481/4	481/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16			1/16	1	535									50	
31	31	241/2	241/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16			1/16	1	536									50	
31	31	483/4	483/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16			1/16	1	537									50	
31	31	121	121	0.25	1/4	1/4	Chord	2/2	1	1	1/16			1/16	1	538									50	
31	31	485/4	485/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16			1/16	1	539									50	
31	31	243/2	243/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16			1/16	1	540									50	
31	31	487/4	487/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16			1/16	1	541									50	
31	31	122	122	0.25	1/2	1/2	Chord	2/2	1	1	1/16			1/16	1	542									50	
31	31	489/4	489/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16			1/16	1	543									50	
31	31	245/2	245/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16			1/16	1	544									50	
31	31	491/4	491/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16			1/16	1	545									50	
31	31	123	123	0.25	3/4	3/4	Chord	2/2	1	1	1/16			1/16	1	546									50	
31	31	493/4	493/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16			1/16	1	547									50	
31	31	247/2	247/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16			1/16	1	548									50	
31	31	495/4	495/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16			1/16	1	549										
31	31	120	120	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	550										
31	31	120	120	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	551										
31	31	120	120	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	552										
32	32	124	124	0.25	0	0	Chord	2/2	1	1	1/16			1/16	1	553									51	
32	32	497/4	497/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16			1/16	1	554									51	
32	32	249/2	249/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16			1/16	1	555									51	
32	32	499/4	499/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16			1/16	1	556									51	
32	32	125	125	0.25	1/4	1/4	Chord	2/2	1	1	1/16			1/16	1	557									51	
32	32	501/4	501/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16			1/16	1	558									51	
32	32	251/2	251/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16			1/16	1	559									51	
32	32	503/4	503/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16			1/16	1	560										
32	32	126	126	0.25	1/2	1/2	Chord	2/2	1	1	1/16			1/16	1	561									52	
32	32	505/4	505/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16			1/16	1	562									52	
32	32	253/2	253/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16			1/16	1	563									52	
32	32	507/4	507/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16			1/16	1	564										
32	32	127	127	0.25	3/4	3/4	Chord	2/2	1	1	1/16			1/16	1	565									53	
32	32	509/4	509/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16			1/16	1	566									53	
32	32	255/2	255/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16			1/16	1	567									53	
32	32	511/4	511/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16			1/16	1	568										
32	32	124	124	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	569										
32	32	124	124	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	570										
32	32	124	124	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	571										
33	33	128	128	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	572									54	
33	33	129	129	0.25	1/4	1/4	Chord	2/2	1	1	1/16			1/16	1	573									54	
33	33	517/4	517/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16			1/16	1	574									54	
33	33	259/2	259/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16			1/16	1	575									54	
33	33	519/4	519/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16			1/16	1	576									54	
33	33	130	130	2.0	1/2	1/2	Chord	2/2	1	1	1/2			1/2	1	577		ornamentTrill								
33	33	128	128	0.0	0	0	StaffText	2/2	2	1	0								"<font size=""6.4""/><i>poco </i>"							
33	33	128	128	0.0	0	0	Dynamic	2/2	2	1	0						f									
33	33	128	128	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	578										
33	33	257/2	257/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	579										
33	33	129	129	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	580										
33	33	259/2	259/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	581										
33	33	130	130	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	582										
33	33	261/2	261/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	583										
33	33	131	131	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	584										
33	33	263/2	263/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	585										
33	33	128	128	0.0	0	0	StaffText	2/2	3	1	0								"<font size=""6.4""/><i>poco </i>"							
33	33	128	128	0.0	0	0	Dynamic	2/2	3	1	0						f									
33	33	128	128	2.0	0	0	Chord	2/2	3	1	1/2		r8	1/2	1	586										
33	33	130	130	2.0	1/2	1/2	Chord	2/2	3	1	1/2		r8	1/2	1	587										
33	33	128	128	0.0	0	0	StaffText	2/2	4	1	0								"<font size=""6.4""/><i>poco </i>"							
33	33	128	128	0.0	0	0	Dynamic	2/2	4	1	0						f									
33	33	128	128	2.0	0	0	Chord	2/2	4	1	1/2		r8	1/2	1	588										
33	33	130	130	2.0	1/2	1/2	Chord	2/2	4	1	1/2		r8	1/2	1	589										
34	34	132	132	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	590										
34	34	132	132	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	591										
34	34	132	132	0.5	0	0	Chord	2/2	3	1	1/8			1/8	1	592										
34	34	133	133	0.0	1/4	1/4	Dynamic	2/2	3	1	0						p									
34	34	133	133	0.75	1/4	1/4	Chord	2/2	3	1	3/16			1/8	3/2	593		articStaccatoBelow								
34	34	535/4	535/4	0.25	7/16	7/16	Chord	2/2	3	1	1/16			1/16	1	594		articStaccatoBelow								
34	34	134	134	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	595		articStaccatoAbove								
34	34	135	135	0.75	3/4	3/4	Chord	2/2	3	1	3/16			1/8	3/2	596		articStaccatoAbove								
34	34	543/4	543/4	0.25	15/16	15/16	Chord	2/2	3	1	1/16			1/16	1	597		articStaccatoAbove								
34	34	132	132	0.5	0	0	Chord	2/2	4	1	1/8			1/8	1	598										
34	34	133	133	0.0	1/4	1/4	Dynamic	2/2	4	1	0						p									
34	34	133	133	0.75	1/4	1/4	Chord	2/2	4	1	3/16			1/8	3/2	599		articStaccatoAbove								
34	34	535/4	535/4	0.25	7/16	7/16	Chord	2/2	4	1	1/16			1/16	1	600		articStaccatoAbove								
34	34	134	134	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	601		articStaccatoAbove								
34	34	135	135	0.75	3/4	3/4	Chord	2/2	4	1	3/16			1/8	3/2	602		articStaccatoAbove								
34	34	543/4	543/4	0.25	15/16	15/16	Chord	2/2	4	1	1/16			1/16	1	603		articStaccatoAbove								
35	35	137	137	0.75	1/4	1/4	Chord	2/2	1	1	3/16			1/8	3/2	604									55	
35	35	551/4	551/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16			1/16	1	605										
35	35	138	138	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	606		articStaccatoAbove								
35	35	555/4	555/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16			1/16	1	607		articStaccatoAbove								
35	35	139	139	0.75	3/4	3/4	Chord	2/2	1	1	3/16			1/8	3/2	608		articStaccatoAbove								
35	35	559/4	559/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16			1/16	1	609		articStaccatoAbove								
35	35	555/4	555/4	0.25	11/16	11/16	Chord	2/2	2	1	1/16			1/16	1	610		articStaccatoBelow								
35	35	139	139	0.75	3/4	3/4	Chord	2/2	2	1	3/16			1/8	3/2	611		articStaccatoBelow								
35	35	559/4	559/4	0.25	15/16	15/16	Chord	2/2	2	1	1/16			1/16	1	612		articStaccatoBelow								
35	35	136	136	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	613										
35	35	555/4	555/4	0.25	11/16	11/16	Chord	2/2	3	1	1/16			1/16	1	614		articStaccatoAbove								
35	35	139	139	0.75	3/4	3/4	Chord	2/2	3	1	3/16			1/8	3/2	615		articStaccatoAbove								
35	35	559/4	559/4	0.25	15/16	15/16	Chord	2/2	3	1	1/16			1/16	1	616		articStaccatoAbove								
35	35	136	136	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	617										
35	35	555/4	555/4	0.25	11/16	11/16	Chord	2/2	4	1	1/16			1/16	1	618		articStaccatoAbove								
35	35	139	139	0.75	3/4	3/4	Chord	2/2	4	1	3/16			1/8	3/2	619		articStaccatoAbove								
35	35	559/4	559/4	0.25	15/16	15/16	Chord	2/2	4	1	1/16			1/16	1	620		articStaccatoAbove								
36	36	140	140	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	621										
36	36	140	140	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	622										
36	36	140	140	0.5	0	0	Chord	2/2	3	1	1/8			1/8	1	623										
36	36	141	141	0.75	1/4	1/4	Chord	2/2	3	1	3/16			1/8	3/2	624										
36	36	567/4	567/4	0.25	7/16	7/16	Chord	2/2	3	1	1/16			1/16	1	625										
36	36	142	142	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	626										
36	36	143	143	0.75	3/4	3/4	Chord	2/2	3	1	3/16			1/8	3/2	627										
36	36	575/4	575/4	0.25	15/16	15/16	Chord	2/2	3	1	1/16			1/16	1	628										
36	36	140	140	0.5	0	0	Chord	2/2	4	1	1/8			1/8	1	629										
36	36	141	141	0.75	1/4	1/4	Chord	2/2	4	1	3/16			1/8	3/2	630										
36	36	567/4	567/4	0.25	7/16	7/16	Chord	2/2	4	1	1/16			1/16	1	631										
36	36	142	142	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	632										
36	36	143	143	0.75	3/4	3/4	Chord	2/2	4	1	3/16			1/8	3/2	633										
36	36	575/4	575/4	0.25	15/16	15/16	Chord	2/2	4	1	1/16			1/16	1	634										
37	37	145	145	0.75	1/4	1/4	Chord	2/2	1	1	3/16			1/8	3/2	635									56	
37	37	583/4	583/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16			1/16	1	636										
37	37	146	146	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	637										
37	37	587/4	587/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16			1/16	1	638										
37	37	147	147	0.75	3/4	3/4	Chord	2/2	1	1	3/16			1/8	3/2	639										
37	37	591/4	591/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16			1/16	1	640										
37	37	587/4	587/4	0.25	11/16	11/16	Chord	2/2	2	1	1/16			1/16	1	641										
37	37	147	147	0.75	3/4	3/4	Chord	2/2	2	1	3/16			1/8	3/2	642										
37	37	591/4	591/4	0.25	15/16	15/16	Chord	2/2	2	1	1/16			1/16	1	643										
37	37	144	144	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	644										
37	37	587/4	587/4	0.25	11/16	11/16	Chord	2/2	3	1	1/16			1/16	1	645										
37	37	147	147	0.75	3/4	3/4	Chord	2/2	3	1	3/16			1/8	3/2	646										
37	37	591/4	591/4	0.25	15/16	15/16	Chord	2/2	3	1	1/16			1/16	1	647										
37	37	144	144	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	648										
37	37	587/4	587/4	0.25	11/16	11/16	Chord	2/2	4	1	1/16			1/16	1	649										
37	37	147	147	0.75	3/4	3/4	Chord	2/2	4	1	3/16			1/8	3/2	650										
37	37	591/4	591/4	0.25	15/16	15/16	Chord	2/2	4	1	1/16			1/16	1	651										
38	38	148	148	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	652										
38	38	149	149	0.75	1/4	1/4	Chord	2/2	1	1	3/16			1/8	3/2	653									57	
38	38	599/4	599/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16			1/16	1	654										
38	38	150	150	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	655										
38	38	603/4	603/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16			1/16	1	656										
38	38	151	151	0.75	3/4	3/4	Chord	2/2	1	1	3/16			1/8	3/2	657										
38	38	607/4	607/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16			1/16	1	658										
38	38	148	148	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	659										
38	38	603/4	603/4	0.25	11/16	11/16	Chord	2/2	2	1	1/16			1/16	1	660										
38	38	151	151	0.75	3/4	3/4	Chord	2/2	2	1	3/16			1/8	3/2	661										
38	38	607/4	607/4	0.25	15/16	15/16	Chord	2/2	2	1	1/16			1/16	1	662										
38	38	148	148	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	663										
38	38	603/4	603/4	0.25	11/16	11/16	Chord	2/2	3	1	1/16			1/16	1	664										
38	38	151	151	0.75	3/4	3/4	Chord	2/2	3	1	3/16			1/8	3/2	665										
38	38	607/4	607/4	0.25	15/16	15/16	Chord	2/2	3	1	1/16			1/16	1	666										
38	38	148	148	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	667										
38	38	603/4	603/4	0.25	11/16	11/16	Chord	2/2	4	1	1/16			1/16	1	668										
38	38	151	151	0.75	3/4	3/4	Chord	2/2	4	1	3/16			1/8	3/2	669										
38	38	607/4	607/4	0.25	15/16	15/16	Chord	2/2	4	1	1/16			1/16	1	670										
39	39	152	152	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	671										
39	39	611/4	611/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16			1/16	1	672		articStaccatoAbove								
39	39	153	153	0.75	1/4	1/4	Chord	2/2	1	1	3/16			1/8	3/2	673		articStaccatoAbove								
39	39	615/4	615/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16			1/16	1	674		articStaccatoAbove								
39	39	154	154	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	675										
39	39	619/4	619/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16			1/16	1	676		articStaccatoAbove								
39	39	155	155	0.75	3/4	3/4	Chord	2/2	1	1	3/16			1/8	3/2	677		articStaccatoAbove								
39	39	623/4	623/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16			1/16	1	678		articStaccatoAbove								
39	39	152	152	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	679										
39	39	611/4	611/4	0.25	3/16	3/16	Chord	2/2	2	1	1/16			1/16	1	680		articStaccatoBelow								
39	39	153	153	0.75	1/4	1/4	Chord	2/2	2	1	3/16			1/8	3/2	681		articStaccatoBelow								
39	39	615/4	615/4	0.25	7/16	7/16	Chord	2/2	2	1	1/16			1/16	1	682		articStaccatoBelow								
39	39	154	154	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	683		articStaccatoBelow								
39	39	619/4	619/4	0.25	11/16	11/16	Chord	2/2	2	1	1/16			1/16	1	684		articStaccatoBelow								
39	39	155	155	0.75	3/4	3/4	Chord	2/2	2	1	3/16			1/8	3/2	685		articStaccatoBelow								
39	39	623/4	623/4	0.25	15/16	15/16	Chord	2/2	2	1	1/16			1/16	1	686		articStaccatoBelow								
39	39	152	152	0.5	0	0	Chord	2/2	3	1	1/8			1/8	1	687										
39	39	611/4	611/4	0.25	3/16	3/16	Chord	2/2	3	1	1/16			1/16	1	688		articStaccatoBelow								
39	39	153	153	0.75	1/4	1/4	Chord	2/2	3	1	3/16			1/8	3/2	689		articStaccatoBelow								
39	39	615/4	615/4	0.25	7/16	7/16	Chord	2/2	3	1	1/16			1/16	1	690		articStaccatoBelow								
39	39	154	154	0.5	1/2	1/2	Chord	2/2	3	1	1/8			1/8	1	691		articStaccatoBelow								
39	39	619/4	619/4	0.25	11/16	11/16	Chord	2/2	3	1	1/16			1/16	1	692		articStaccatoBelow								
39	39	155	155	0.75	3/4	3/4	Chord	2/2	3	1	3/16			1/8	3/2	693		articStaccatoBelow								
39	39	623/4	623/4	0.25	15/16	15/16	Chord	2/2	3	1	1/16			1/16	1	694		articStaccatoBelow								
39	39	152	152	0.5	0	0	Chord	2/2	4	1	1/8			1/8	1	695										
39	39	611/4	611/4	0.25	3/16	3/16	Chord	2/2	4	1	1/16			1/16	1	696		articStaccatoAbove								
39	39	153	153	0.75	1/4	1/4	Chord	2/2	4	1	3/16			1/8	3/2	697		articStaccatoAbove								
39	39	615/4	615/4	0.25	7/16	7/16	Chord	2/2	4	1	1/16			1/16	1	698		articStaccatoAbove								
39	39	154	154	0.5	1/2	1/2	Chord	2/2	4	1	1/8			1/8	1	699		articStaccatoAbove								
39	39	619/4	619/4	0.25	11/16	11/16	Chord	2/2	4	1	1/16			1/16	1	700		articStaccatoAbove								
39	39	155	155	0.75	3/4	3/4	Chord	2/2	4	1	3/16			1/8	3/2	701		articStaccatoAbove								
39	39	623/4	623/4	0.25	15/16	15/16	Chord	2/2	4	1	1/16			1/16	1	702		articStaccatoAbove								
40	40	156	156	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	703										
40	40	157	157	1.0	1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	704										
40	40	158	158	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	705										
40	40	156	156	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	706										
40	40	157	157	1.0	1/4	1/4	Chord	2/2	2	1	1/4			1/4	1	707										
40	40	158	158	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	708										
40	40	156	156	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	709										
40	40	157	157	1.0	1/4	1/4	Chord	2/2	3	1	1/4			1/4	1	710										
40	40	158	158	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	711										
40	40	156	156	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	712										
40	40	157	157	1.0	1/4	1/4	Chord	2/2	4	1	1/4			1/4	1	713										
40	40	158	158	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	714										
41	41	162	162	0.0	1/2	1/2	Dynamic	2/2	1	1	0						ff									
41	41	162	162	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	715										
41	41	163	163	0.75	3/4	3/4	Chord	2/2	1	1	3/16			1/8	3/2	716										
41	41	655/4	655/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16			1/16	1	717										
41	41	160	160	0.0	0	0	Dynamic	2/2	2	1	0						ff									
41	41	160	160	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	718										
41	41	161	161	0.75	1/4	1/4	Chord	2/2	2	1	3/16			1/8	3/2	719										
41	41	647/4	647/4	0.25	7/16	7/16	Chord	2/2	2	1	1/16			1/16	1	720										
41	41	162	162	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	721										
41	41	162	162	0.0	1/2	1/2	Dynamic	2/2	3	1	0						ff									
41	41	162	162	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	722										
41	41	163	163	0.75	3/4	3/4	Chord	2/2	3	1	3/16			1/8	3/2	723										
41	41	655/4	655/4	0.25	15/16	15/16	Chord	2/2	3	1	1/16			1/16	1	724										
41	41	162	162	0.0	1/2	1/2	Dynamic	2/2	4	1	0						ff									
41	41	162	162	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	725										
41	41	163	163	0.75	3/4	3/4	Chord	2/2	4	1	3/16			1/8	3/2	726										
41	41	655/4	655/4	0.25	15/16	15/16	Chord	2/2	4	1	1/16			1/16	1	727										
42	42	164	164	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	728										
42	42	166	166	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	729										
42	42	167	167	0.75	3/4	3/4	Chord	2/2	1	1	3/16			1/8	3/2	730										
42	42	671/4	671/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16			1/16	1	731										
42	42	164	164	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	732										
42	42	165	165	0.75	1/4	1/4	Chord	2/2	2	1	3/16			1/8	3/2	733										
42	42	663/4	663/4	0.25	7/16	7/16	Chord	2/2	2	1	1/16			1/16	1	734										
42	42	166	166	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	735										
42	42	164	164	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	736										
42	42	166	166	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	737										
42	42	167	167	0.75	3/4	3/4	Chord	2/2	3	1	3/16			1/8	3/2	738										
42	42	671/4	671/4	0.25	15/16	15/16	Chord	2/2	3	1	1/16			1/16	1	739										
42	42	164	164	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	740										
42	42	166	166	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	741										
42	42	167	167	0.75	3/4	3/4	Chord	2/2	4	1	3/16			1/8	3/2	742										
42	42	671/4	671/4	0.25	15/16	15/16	Chord	2/2	4	1	1/16			1/16	1	743										
43	43	168	168	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	744										
43	43	169	169	0.75	1/4	1/4	Chord	2/2	1	1	3/16			1/8	3/2	745										
43	43	679/4	679/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16			1/16	1	746										
43	43	170	170	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	747										
43	43	168	168	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	748										
43	43	169	169	0.75	1/4	1/4	Chord	2/2	2	1	3/16			1/8	3/2	749										
43	43	679/4	679/4	0.25	7/16	7/16	Chord	2/2	2	1	1/16			1/16	1	750										
43	43	170	170	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	751										
43	43	168	168	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	752										
43	43	169	169	0.75	1/4	1/4	Chord	2/2	3	1	3/16			1/8	3/2	753										
43	43	679/4	679/4	0.25	7/16	7/16	Chord	2/2	3	1	1/16			1/16	1	754										
43	43	170	170	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	755										
43	43	168	168	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	756										
43	43	169	169	0.75	1/4	1/4	Chord	2/2	4	1	3/16			1/8	3/2	757										
43	43	679/4	679/4	0.25	7/16	7/16	Chord	2/2	4	1	1/16			1/16	1	758										
43	43	170	170	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	759										
44	44	172	172	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	760										
44	44	175	175	0.0	3/4	3/4	Dynamic	2/2	1	1	0						p									
44	44	175	175	1.0	3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	761										
44	44	172	172	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	762										
44	44	175	175	0.0	3/4	3/4	Dynamic	2/2	2	1	0						p									
44	44	175	175	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	763										
44	44	172	172	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	764										
44	44	175	175	0.0	3/4	3/4	Dynamic	2/2	3	1	0						p									
44	44	175	175	1.0	3/4	3/4	Chord	2/2	3	1	1/4			1/4	1	765										
44	44	172	172	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	766										
44	44	175	175	0.0	3/4	3/4	Dynamic	2/2	4	1	0						p									
44	44	175	175	1.0	3/4	3/4	Chord	2/2	4	1	1/4			1/4	1	767										
45	45	176	176	4.0	0	0	Chord	2/2	1	1	1			1	1	768										
45	45	176	176	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	769										
45	45	177	177	0.75	1/4	1/4	Chord	2/2	2	1	3/16			1/8	3/2	770										
45	45	711/4	711/4	0.25	7/16	7/16	Chord	2/2	2	1	1/16			1/16	1	771										
45	45	178	178	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	772										
45	45	179	179	0.75	3/4	3/4	Chord	2/2	2	1	3/16			1/8	3/2	773										
45	45	719/4	719/4	0.25	15/16	15/16	Chord	2/2	2	1	1/16			1/16	1	774										
45	45	176	176	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	775										
45	45	177	177	0.75	1/4	1/4	Chord	2/2	3	1	3/16			1/8	3/2	776										
45	45	711/4	711/4	0.25	7/16	7/16	Chord	2/2	3	1	1/16			1/16	1	777										
45	45	178	178	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	778										
45	45	179	179	0.75	3/4	3/4	Chord	2/2	3	1	3/16			1/8	3/2	779										
45	45	719/4	719/4	0.25	15/16	15/16	Chord	2/2	3	1	1/16			1/16	1	780										
45	45	176	176	4.0	0	0	Chord	2/2	4	1	1			1	1	781									58	
46	46	180	180	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	782		articStaccatoBelow								
46	46	181	181	1.0	1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	783		articStaccatoBelow								
46	46	182	182	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	784		articStaccatoBelow								
46	46	180	180	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	785		articStaccatoBelow								
